Simulation,Format,Player,Wins
525,FFA_Round1,Player 5,5.0
525,FFA_Round1,Player 6,7.0
525,FFA_Round1,Player 7,8.0
525,FFA_Round1,Player 8,3.0
525,FFA_Round1,Player 9,8.0
525,FFA_Round1,Player 10,3.0
526,FFA_Round1,Player 1,3.0
526,FFA_Round1,Player 2,3.0
526,FFA_Round1,Player 3,6.0
526,FFA_Round1,Player 4,8.0
526,FFA_Round1,Player 5,4.0
526,FFA_Round1,Player 6,11.0
526,FFA_Round1,Player 7,3.0
526,FFA_Round1,Player 8,6.0
526,FFA_Round1,Player 9,4.0
526,FFA_Round1,Player 10,2.0
527,FFA_Round1,Player 1,2.0
527,FFA_Round1,Player 2,3.0
527,FFA_Round1,Player 3,3.0
527,FFA_Round1,Player 4,6.0
527,FFA_Round1,Player 5,7.0
527,FFA_Round1,Player 6,6.0
527,FFA_Round1,Player 7,5.0
527,FFA_Round1,Player 8,7.0
527,FFA_Round1,Player 9,5.0
527,FFA_Round1,Player 10,6.0
528,FFA_Round1,Player 1,2.0
528,FFA_Round1,Player 2,4.0
528,FFA_Round1,Player 3,3.0
528,FFA_Round1,Player 4,7.0
528,FFA_Round1,Player 5,5.0
528,FFA_Round1,Player 6,8.0
528,FFA_Round1,Player 7,5.0
528,FFA_Round1,Player 8,8.0
528,FFA_Round1,Player 9,2.0
528,FFA_Round1,Player 10,6.0
529,FFA_Round1,Player 1,4.0
529,FFA_Round1,Player 2,7.0
529,FFA_Round1,Player 3,8.0
529,FFA_Round1,Player 4,5.0
529,FFA_Round1,Player 5,8.0
529,FFA_Round1,Player 6,3.0
529,FFA_Round1,Player 7,5.0
529,FFA_Round1,Player 8,5.0
529,FFA_Round1,Player 9,3.0
529,FFA_Round1,Player 10,2.0
530,FFA_Round1,Player 1,3.0
530,FFA_Round1,Player 2,2.0
530,FFA_Round1,Player 3,5.0
530,FFA_Round1,Player 4,3.0
530,FFA_Round1,Player 5,7.0
530,FFA_Round1,Player 6,4.0
530,FFA_Round1,Player 7,9.0
530,FFA_Round1,Player 8,6.0
530,FFA_Round1,Player 9,4.0
530,FFA_Round1,Player 10,7.0
531,FFA_Round1,Player 1,4.0
531,FFA_Round1,Player 2,7.0
531,FFA_Round1,Player 3,9.0
531,FFA_Round1,Player 4,5.0
531,FFA_Round1,Player 5,3.0
531,FFA_Round1,Player 6,2.0
531,FFA_Round1,Player 7,5.0
531,FFA_Round1,Player 8,5.0
531,FFA_Round1,Player 9,6.0
531,FFA_Round1,Player 10,4.0
532,FFA_Round1,Player 1,7.0
532,FFA_Round1,Player 2,6.0
532,FFA_Round1,Player 3,3.0
532,FFA_Round1,Player 4,3.0
532,FFA_Round1,Player 5,4.0
532,FFA_Round1,Player 6,3.0
532,FFA_Round1,Player 7,5.0
532,FFA_Round1,Player 8,7.0
532,FFA_Round1,Player 9,6.0
532,FFA_Round1,Player 10,6.0
533,FFA_Round1,Player 1,4.0
533,FFA_Round1,Player 2,6.0
533,FFA_Round1,Player 3,4.0
533,FFA_Round1,Player 4,8.0
533,FFA_Round1,Player 5,6.0
533,FFA_Round1,Player 6,2.0
533,FFA_Round1,Player 7,8.0
533,FFA_Round1,Player 8,3.0
533,FFA_Round1,Player 9,6.0
533,FFA_Round1,Player 10,3.0
534,FFA_Round1,Player 1,2.0
534,FFA_Round1,Player 2,4.0
534,FFA_Round1,Player 3,3.0
534,FFA_Round1,Player 4,3.0
534,FFA_Round1,Player 5,7.0
534,FFA_Round1,Player 6,6.0
534,FFA_Round1,Player 7,5.0
534,FFA_Round1,Player 8,4.0
534,FFA_Round1,Player 9,8.0
534,FFA_Round1,Player 10,8.0
535,FFA_Round1,Player 1,3.0
535,FFA_Round1,Player 2,3.0
535,FFA_Round1,Player 3,5.0
535,FFA_Round1,Player 4,5.0
535,FFA_Round1,Player 5,3.0
535,FFA_Round1,Player 6,9.0
535,FFA_Round1,Player 7,8.0
535,FFA_Round1,Player 8,3.0
535,FFA_Round1,Player 9,7.0
535,FFA_Round1,Player 10,4.0
536,FFA_Round1,Player 1,8.0
536,FFA_Round1,Player 2,6.0
536,FFA_Round1,Player 3,3.0
536,FFA_Round1,Player 4,4.0
536,FFA_Round1,Player 5,4.0
536,FFA_Round1,Player 6,4.0
536,FFA_Round1,Player 7,6.0
536,FFA_Round1,Player 8,8.0
536,FFA_Round1,Player 9,6.0
536,FFA_Round1,Player 10,1.0
537,FFA_Round1,Player 1,3.0
537,FFA_Round1,Player 2,3.0
537,FFA_Round1,Player 3,10.0
537,FFA_Round1,Player 4,6.0
537,FFA_Round1,Player 5,3.0
537,FFA_Round1,Player 6,4.0
537,FFA_Round1,Player 7,4.0
537,FFA_Round1,Player 8,7.0
537,FFA_Round1,Player 9,3.0
537,FFA_Round1,Player 10,7.0
538,FFA_Round1,Player 1,3.0
538,FFA_Round1,Player 2,6.0
538,FFA_Round1,Player 3,6.0
538,FFA_Round1,Player 4,4.0
538,FFA_Round1,Player 5,3.0
538,FFA_Round1,Player 6,6.0
538,FFA_Round1,Player 7,4.0
538,FFA_Round1,Player 8,5.0
538,FFA_Round1,Player 9,3.0
538,FFA_Round1,Player 10,10.0
539,FFA_Round1,Player 1,3.0
539,FFA_Round1,Player 2,8.0
539,FFA_Round1,Player 3,3.0
539,FFA_Round1,Player 4,8.0
539,FFA_Round1,Player 5,5.0
539,FFA_Round1,Player 6,3.0
539,FFA_Round1,Player 7,4.0
539,FFA_Round1,Player 8,3.0
539,FFA_Round1,Player 9,7.0
539,FFA_Round1,Player 10,6.0
540,FFA_Round1,Player 1,5.0
540,FFA_Round1,Player 2,1.0
540,FFA_Round1,Player 3,4.0
540,FFA_Round1,Player 4,5.0
540,FFA_Round1,Player 5,6.0
540,FFA_Round1,Player 6,10.0
540,FFA_Round1,Player 7,5.0
540,FFA_Round1,Player 8,4.0
540,FFA_Round1,Player 9,4.0
540,FFA_Round1,Player 10,6.0
541,FFA_Round1,Player 1,6.0
541,FFA_Round1,Player 2,2.0
541,FFA_Round1,Player 3,8.0
541,FFA_Round1,Player 4,7.0
541,FFA_Round1,Player 5,3.0
541,FFA_Round1,Player 6,8.0
541,FFA_Round1,Player 7,3.0
541,FFA_Round1,Player 8,6.0
541,FFA_Round1,Player 9,4.0
541,FFA_Round1,Player 10,3.0
542,FFA_Round1,Player 1,2.0
542,FFA_Round1,Player 2,3.0
542,FFA_Round1,Player 3,6.0
542,FFA_Round1,Player 4,6.0
542,FFA_Round1,Player 5,5.0
542,FFA_Round1,Player 6,6.0
542,FFA_Round1,Player 7,7.0
542,FFA_Round1,Player 8,6.0
542,FFA_Round1,Player 9,6.0
542,FFA_Round1,Player 10,3.0
543,FFA_Round1,Player 1,4.0
543,FFA_Round1,Player 2,4.0
543,FFA_Round1,Player 3,5.0
543,FFA_Round1,Player 4,5.0
543,FFA_Round1,Player 5,4.0
543,FFA_Round1,Player 6,7.0
543,FFA_Round1,Player 7,4.0
543,FFA_Round1,Player 8,8.0
543,FFA_Round1,Player 9,4.0
543,FFA_Round1,Player 10,5.0
544,FFA_Round1,Player 1,2.0
544,FFA_Round1,Player 2,6.0
544,FFA_Round1,Player 3,6.0
544,FFA_Round1,Player 4,7.0
544,FFA_Round1,Player 5,2.0
544,FFA_Round1,Player 6,5.0
544,FFA_Round1,Player 7,8.0
544,FFA_Round1,Player 8,5.0
544,FFA_Round1,Player 9,5.0
544,FFA_Round1,Player 10,4.0
545,FFA_Round1,Player 1,5.0
545,FFA_Round1,Player 2,3.0
545,FFA_Round1,Player 3,4.0
545,FFA_Round1,Player 4,5.0
545,FFA_Round1,Player 5,3.0
545,FFA_Round1,Player 6,6.0
545,FFA_Round1,Player 7,5.0
545,FFA_Round1,Player 8,7.0
545,FFA_Round1,Player 9,7.0
545,FFA_Round1,Player 10,5.0
546,FFA_Round1,Player 1,1.0
546,FFA_Round1,Player 2,8.0
546,FFA_Round1,Player 3,4.0
546,FFA_Round1,Player 4,6.0
546,FFA_Round1,Player 5,6.0
546,FFA_Round1,Player 6,3.0
546,FFA_Round1,Player 7,6.0
546,FFA_Round1,Player 8,5.0
546,FFA_Round1,Player 9,2.0
546,FFA_Round1,Player 10,9.0
547,FFA_Round1,Player 1,5.0
547,FFA_Round1,Player 2,5.0
547,FFA_Round1,Player 3,5.0
547,FFA_Round1,Player 4,3.0
547,FFA_Round1,Player 5,5.0
547,FFA_Round1,Player 6,6.0
547,FFA_Round1,Player 7,6.0
547,FFA_Round1,Player 8,5.0
547,FFA_Round1,Player 9,5.0
547,FFA_Round1,Player 10,5.0
548,FFA_Round1,Player 1,5.0
548,FFA_Round1,Player 2,3.0
548,FFA_Round1,Player 3,5.0
548,FFA_Round1,Player 4,3.0
548,FFA_Round1,Player 5,3.0
548,FFA_Round1,Player 6,7.0
548,FFA_Round1,Player 7,8.0
548,FFA_Round1,Player 8,7.0
548,FFA_Round1,Player 9,4.0
548,FFA_Round1,Player 10,5.0
549,FFA_Round1,Player 1,6.0
549,FFA_Round1,Player 2,3.0
549,FFA_Round1,Player 3,6.0
549,FFA_Round1,Player 4,4.0
549,FFA_Round1,Player 5,6.0
549,FFA_Round1,Player 6,6.0
549,FFA_Round1,Player 7,4.0
549,FFA_Round1,Player 8,3.0
549,FFA_Round1,Player 9,6.0
549,FFA_Round1,Player 10,6.0
550,FFA_Round1,Player 1,2.0
550,FFA_Round1,Player 2,4.0
550,FFA_Round1,Player 3,6.0
550,FFA_Round1,Player 4,4.0
550,FFA_Round1,Player 5,5.0
550,FFA_Round1,Player 6,8.0
550,FFA_Round1,Player 7,6.0
550,FFA_Round1,Player 8,5.0
550,FFA_Round1,Player 9,4.0
550,FFA_Round1,Player 10,6.0
551,FFA_Round1,Player 1,4.0
551,FFA_Round1,Player 2,3.0
551,FFA_Round1,Player 3,6.0
551,FFA_Round1,Player 4,5.0
551,FFA_Round1,Player 5,4.0
551,FFA_Round1,Player 6,4.0
551,FFA_Round1,Player 7,4.0
551,FFA_Round1,Player 8,10.0
551,FFA_Round1,Player 9,5.0
551,FFA_Round1,Player 10,5.0
552,FFA_Round1,Player 1,2.0
552,FFA_Round1,Player 2,2.0
552,FFA_Round1,Player 3,5.0
552,FFA_Round1,Player 4,5.0
552,FFA_Round1,Player 5,6.0
552,FFA_Round1,Player 6,6.0
552,FFA_Round1,Player 7,3.0
552,FFA_Round1,Player 8,9.0
552,FFA_Round1,Player 9,7.0
552,FFA_Round1,Player 10,5.0
553,FFA_Round1,Player 1,5.0
553,FFA_Round1,Player 2,4.0
553,FFA_Round1,Player 3,9.0
553,FFA_Round1,Player 4,5.0
553,FFA_Round1,Player 5,6.0
553,FFA_Round1,Player 6,3.0
553,FFA_Round1,Player 7,5.0
553,FFA_Round1,Player 8,5.0
553,FFA_Round1,Player 9,5.0
553,FFA_Round1,Player 10,3.0
554,FFA_Round1,Player 1,5.0
554,FFA_Round1,Player 2,5.0
554,FFA_Round1,Player 3,6.0
554,FFA_Round1,Player 4,5.0
554,FFA_Round1,Player 5,5.0
554,FFA_Round1,Player 6,6.0
554,FFA_Round1,Player 7,5.0
554,FFA_Round1,Player 8,3.0
554,FFA_Round1,Player 9,8.0
554,FFA_Round1,Player 10,2.0
555,FFA_Round1,Player 1,0.0
555,FFA_Round1,Player 2,3.0
555,FFA_Round1,Player 3,4.0
555,FFA_Round1,Player 4,4.0
555,FFA_Round1,Player 5,5.0
555,FFA_Round1,Player 6,5.0
555,FFA_Round1,Player 7,9.0
555,FFA_Round1,Player 8,10.0
555,FFA_Round1,Player 9,2.0
555,FFA_Round1,Player 10,8.0
556,FFA_Round1,Player 1,3.0
556,FFA_Round1,Player 2,4.0
556,FFA_Round1,Player 3,5.0
556,FFA_Round1,Player 4,5.0
556,FFA_Round1,Player 5,2.0
556,FFA_Round1,Player 6,9.0
556,FFA_Round1,Player 7,9.0
556,FFA_Round1,Player 8,5.0
556,FFA_Round1,Player 9,5.0
556,FFA_Round1,Player 10,3.0
557,FFA_Round1,Player 1,3.0
557,FFA_Round1,Player 2,6.0
557,FFA_Round1,Player 3,4.0
557,FFA_Round1,Player 4,4.0
557,FFA_Round1,Player 5,9.0
557,FFA_Round1,Player 6,5.0
557,FFA_Round1,Player 7,3.0
557,FFA_Round1,Player 8,7.0
557,FFA_Round1,Player 9,3.0
557,FFA_Round1,Player 10,6.0
558,FFA_Round1,Player 1,3.0
558,FFA_Round1,Player 2,5.0
558,FFA_Round1,Player 3,5.0
558,FFA_Round1,Player 4,4.0
558,FFA_Round1,Player 5,3.0
558,FFA_Round1,Player 6,4.0
558,FFA_Round1,Player 7,10.0
558,FFA_Round1,Player 8,4.0
558,FFA_Round1,Player 9,7.0
558,FFA_Round1,Player 10,5.0
559,FFA_Round1,Player 1,2.0
559,FFA_Round1,Player 2,2.0
559,FFA_Round1,Player 3,6.0
559,FFA_Round1,Player 4,4.0
559,FFA_Round1,Player 5,6.0
559,FFA_Round1,Player 6,6.0
559,FFA_Round1,Player 7,7.0
559,FFA_Round1,Player 8,6.0
559,FFA_Round1,Player 9,6.0
559,FFA_Round1,Player 10,5.0
560,FFA_Round1,Player 1,6.0
560,FFA_Round1,Player 2,3.0
560,FFA_Round1,Player 3,5.0
560,FFA_Round1,Player 4,4.0
560,FFA_Round1,Player 5,5.0
560,FFA_Round1,Player 6,7.0
560,FFA_Round1,Player 7,6.0
560,FFA_Round1,Player 8,5.0
560,FFA_Round1,Player 9,3.0
560,FFA_Round1,Player 10,6.0
561,FFA_Round1,Player 1,8.0
561,FFA_Round1,Player 2,4.0
561,FFA_Round1,Player 3,6.0
561,FFA_Round1,Player 4,5.0
561,FFA_Round1,Player 5,4.0
561,FFA_Round1,Player 6,3.0
561,FFA_Round1,Player 7,5.0
561,FFA_Round1,Player 8,1.0
561,FFA_Round1,Player 9,8.0
561,FFA_Round1,Player 10,6.0
562,FFA_Round1,Player 1,2.0
562,FFA_Round1,Player 2,3.0
562,FFA_Round1,Player 3,5.0
562,FFA_Round1,Player 4,6.0
562,FFA_Round1,Player 5,8.0
562,FFA_Round1,Player 6,7.0
562,FFA_Round1,Player 7,8.0
562,FFA_Round1,Player 8,4.0
562,FFA_Round1,Player 9,3.0
562,FFA_Round1,Player 10,4.0
563,FFA_Round1,Player 1,3.0
563,FFA_Round1,Player 2,4.0
563,FFA_Round1,Player 3,3.0
563,FFA_Round1,Player 4,4.0
563,FFA_Round1,Player 5,8.0
563,FFA_Round1,Player 6,5.0
563,FFA_Round1,Player 7,4.0
563,FFA_Round1,Player 8,8.0
563,FFA_Round1,Player 9,7.0
563,FFA_Round1,Player 10,4.0
564,FFA_Round1,Player 1,1.0
564,FFA_Round1,Player 2,5.0
564,FFA_Round1,Player 3,4.0
564,FFA_Round1,Player 4,5.0
564,FFA_Round1,Player 5,3.0
564,FFA_Round1,Player 6,5.0
564,FFA_Round1,Player 7,5.0
564,FFA_Round1,Player 8,4.0
564,FFA_Round1,Player 9,9.0
564,FFA_Round1,Player 10,9.0
565,FFA_Round1,Player 1,4.0
565,FFA_Round1,Player 2,3.0
565,FFA_Round1,Player 3,5.0
565,FFA_Round1,Player 4,5.0
565,FFA_Round1,Player 5,10.0
565,FFA_Round1,Player 6,7.0
565,FFA_Round1,Player 7,4.0
565,FFA_Round1,Player 8,5.0
565,FFA_Round1,Player 9,3.0
565,FFA_Round1,Player 10,4.0
566,FFA_Round1,Player 1,4.0
566,FFA_Round1,Player 2,2.0
566,FFA_Round1,Player 3,5.0
566,FFA_Round1,Player 4,3.0
566,FFA_Round1,Player 5,6.0
566,FFA_Round1,Player 6,7.0
566,FFA_Round1,Player 7,5.0
566,FFA_Round1,Player 8,7.0
566,FFA_Round1,Player 9,7.0
566,FFA_Round1,Player 10,4.0
567,FFA_Round1,Player 1,5.0
567,FFA_Round1,Player 2,4.0
567,FFA_Round1,Player 3,4.0
567,FFA_Round1,Player 4,3.0
567,FFA_Round1,Player 5,5.0
567,FFA_Round1,Player 6,5.0
567,FFA_Round1,Player 7,6.0
567,FFA_Round1,Player 8,10.0
567,FFA_Round1,Player 9,5.0
567,FFA_Round1,Player 10,3.0
568,FFA_Round1,Player 1,2.0
568,FFA_Round1,Player 2,4.0
568,FFA_Round1,Player 3,10.0
568,FFA_Round1,Player 4,1.0
568,FFA_Round1,Player 5,6.0
568,FFA_Round1,Player 6,7.0
568,FFA_Round1,Player 7,6.0
568,FFA_Round1,Player 8,6.0
568,FFA_Round1,Player 9,4.0
568,FFA_Round1,Player 10,4.0
569,FFA_Round1,Player 1,3.0
569,FFA_Round1,Player 2,3.0
569,FFA_Round1,Player 3,5.0
569,FFA_Round1,Player 4,10.0
569,FFA_Round1,Player 5,7.0
569,FFA_Round1,Player 6,5.0
569,FFA_Round1,Player 7,5.0
569,FFA_Round1,Player 8,3.0
569,FFA_Round1,Player 9,3.0
569,FFA_Round1,Player 10,6.0
570,FFA_Round1,Player 1,3.0
570,FFA_Round1,Player 2,8.0
570,FFA_Round1,Player 3,2.0
570,FFA_Round1,Player 4,6.0
570,FFA_Round1,Player 5,7.0
570,FFA_Round1,Player 6,5.0
570,FFA_Round1,Player 7,5.0
570,FFA_Round1,Player 8,5.0
570,FFA_Round1,Player 9,5.0
570,FFA_Round1,Player 10,4.0
571,FFA_Round1,Player 1,3.0
571,FFA_Round1,Player 2,4.0
571,FFA_Round1,Player 3,3.0
571,FFA_Round1,Player 4,3.0
571,FFA_Round1,Player 5,4.0
571,FFA_Round1,Player 6,8.0
571,FFA_Round1,Player 7,6.0
571,FFA_Round1,Player 8,7.0
571,FFA_Round1,Player 9,3.0
571,FFA_Round1,Player 10,9.0
572,FFA_Round1,Player 1,2.0
572,FFA_Round1,Player 2,7.0
572,FFA_Round1,Player 3,2.0
572,FFA_Round1,Player 4,6.0
572,FFA_Round1,Player 5,6.0
572,FFA_Round1,Player 6,6.0
572,FFA_Round1,Player 7,4.0
572,FFA_Round1,Player 8,7.0
572,FFA_Round1,Player 9,5.0
572,FFA_Round1,Player 10,5.0
573,FFA_Round1,Player 1,6.0
573,FFA_Round1,Player 2,2.0
573,FFA_Round1,Player 3,4.0
573,FFA_Round1,Player 4,3.0
573,FFA_Round1,Player 5,2.0
573,FFA_Round1,Player 6,3.0
573,FFA_Round1,Player 7,8.0
573,FFA_Round1,Player 8,9.0
573,FFA_Round1,Player 9,7.0
573,FFA_Round1,Player 10,6.0
574,FFA_Round1,Player 1,4.0
574,FFA_Round1,Player 2,6.0
574,FFA_Round1,Player 3,6.0
574,FFA_Round1,Player 4,6.0
574,FFA_Round1,Player 5,3.0
574,FFA_Round1,Player 6,5.0
574,FFA_Round1,Player 7,8.0
574,FFA_Round1,Player 8,8.0
574,FFA_Round1,Player 9,2.0
574,FFA_Round1,Player 10,2.0
575,FFA_Round1,Player 1,6.0
575,FFA_Round1,Player 2,1.0
575,FFA_Round1,Player 3,6.0
575,FFA_Round1,Player 4,5.0
575,FFA_Round1,Player 5,7.0
575,FFA_Round1,Player 6,5.0
575,FFA_Round1,Player 7,5.0
575,FFA_Round1,Player 8,4.0
575,FFA_Round1,Player 9,7.0
575,FFA_Round1,Player 10,4.0
576,FFA_Round1,Player 1,1.0
576,FFA_Round1,Player 2,7.0
576,FFA_Round1,Player 3,6.0
576,FFA_Round1,Player 4,4.0
576,FFA_Round1,Player 5,6.0
576,FFA_Round1,Player 6,7.0
576,FFA_Round1,Player 7,5.0
576,FFA_Round1,Player 8,4.0
576,FFA_Round1,Player 9,5.0
576,FFA_Round1,Player 10,5.0
577,FFA_Round1,Player 1,6.0
577,FFA_Round1,Player 2,5.0
577,FFA_Round1,Player 3,4.0
577,FFA_Round1,Player 4,4.0
577,FFA_Round1,Player 5,4.0
577,FFA_Round1,Player 6,8.0
577,FFA_Round1,Player 7,10.0
577,FFA_Round1,Player 8,5.0
577,FFA_Round1,Player 9,3.0
577,FFA_Round1,Player 10,1.0
578,FFA_Round1,Player 1,4.0
578,FFA_Round1,Player 2,6.0
578,FFA_Round1,Player 3,8.0
578,FFA_Round1,Player 4,4.0
578,FFA_Round1,Player 5,6.0
578,FFA_Round1,Player 6,4.0
578,FFA_Round1,Player 7,4.0
578,FFA_Round1,Player 8,4.0
578,FFA_Round1,Player 9,5.0
578,FFA_Round1,Player 10,5.0
579,FFA_Round1,Player 1,3.0
579,FFA_Round1,Player 2,3.0
579,FFA_Round1,Player 3,4.0
579,FFA_Round1,Player 4,5.0
579,FFA_Round1,Player 5,6.0
579,FFA_Round1,Player 6,8.0
579,FFA_Round1,Player 7,7.0
579,FFA_Round1,Player 8,4.0
579,FFA_Round1,Player 9,6.0
579,FFA_Round1,Player 10,4.0
580,FFA_Round1,Player 1,3.0
580,FFA_Round1,Player 2,4.0
580,FFA_Round1,Player 3,3.0
580,FFA_Round1,Player 4,5.0
580,FFA_Round1,Player 5,7.0
580,FFA_Round1,Player 6,5.0
580,FFA_Round1,Player 7,8.0
580,FFA_Round1,Player 8,4.0
580,FFA_Round1,Player 9,5.0
580,FFA_Round1,Player 10,6.0
581,FFA_Round1,Player 1,2.0
581,FFA_Round1,Player 2,4.0
581,FFA_Round1,Player 3,4.0
581,FFA_Round1,Player 4,9.0
581,FFA_Round1,Player 5,6.0
581,FFA_Round1,Player 6,8.0
581,FFA_Round1,Player 7,3.0
581,FFA_Round1,Player 8,3.0
581,FFA_Round1,Player 9,4.0
581,FFA_Round1,Player 10,7.0
582,FFA_Round1,Player 1,2.0
582,FFA_Round1,Player 2,1.0
582,FFA_Round1,Player 3,8.0
582,FFA_Round1,Player 4,3.0
582,FFA_Round1,Player 5,9.0
582,FFA_Round1,Player 6,4.0
582,FFA_Round1,Player 7,9.0
582,FFA_Round1,Player 8,6.0
582,FFA_Round1,Player 9,5.0
582,FFA_Round1,Player 10,3.0
583,FFA_Round1,Player 1,5.0
583,FFA_Round1,Player 2,5.0
583,FFA_Round1,Player 3,2.0
583,FFA_Round1,Player 4,4.0
583,FFA_Round1,Player 5,3.0
583,FFA_Round1,Player 6,4.0
583,FFA_Round1,Player 7,6.0
583,FFA_Round1,Player 8,6.0
583,FFA_Round1,Player 9,8.0
583,FFA_Round1,Player 10,7.0
584,FFA_Round1,Player 1,2.0
584,FFA_Round1,Player 2,7.0
584,FFA_Round1,Player 3,2.0
584,FFA_Round1,Player 4,2.0
584,FFA_Round1,Player 5,8.0
584,FFA_Round1,Player 6,5.0
584,FFA_Round1,Player 7,6.0
584,FFA_Round1,Player 8,8.0
584,FFA_Round1,Player 9,5.0
584,FFA_Round1,Player 10,5.0
585,FFA_Round1,Player 1,5.0
585,FFA_Round1,Player 2,3.0
585,FFA_Round1,Player 3,4.0
585,FFA_Round1,Player 4,4.0
585,FFA_Round1,Player 5,5.0
585,FFA_Round1,Player 6,2.0
585,FFA_Round1,Player 7,9.0
585,FFA_Round1,Player 8,7.0
585,FFA_Round1,Player 9,7.0
585,FFA_Round1,Player 10,4.0
586,FFA_Round1,Player 1,5.0
586,FFA_Round1,Player 2,5.0
586,FFA_Round1,Player 3,5.0
586,FFA_Round1,Player 4,2.0
586,FFA_Round1,Player 5,8.0
586,FFA_Round1,Player 6,7.0
586,FFA_Round1,Player 7,3.0
586,FFA_Round1,Player 8,4.0
586,FFA_Round1,Player 9,9.0
586,FFA_Round1,Player 10,2.0
587,FFA_Round1,Player 1,4.0
587,FFA_Round1,Player 2,3.0
587,FFA_Round1,Player 3,4.0
587,FFA_Round1,Player 4,2.0
587,FFA_Round1,Player 5,3.0
587,FFA_Round1,Player 6,11.0
587,FFA_Round1,Player 7,4.0
587,FFA_Round1,Player 8,6.0
587,FFA_Round1,Player 9,7.0
587,FFA_Round1,Player 10,6.0
588,FFA_Round1,Player 1,2.0
588,FFA_Round1,Player 2,4.0
588,FFA_Round1,Player 3,2.0
588,FFA_Round1,Player 4,4.0
588,FFA_Round1,Player 5,6.0
588,FFA_Round1,Player 6,6.0
588,FFA_Round1,Player 7,5.0
588,FFA_Round1,Player 8,12.0
588,FFA_Round1,Player 9,3.0
588,FFA_Round1,Player 10,6.0
589,FFA_Round1,Player 1,2.0
589,FFA_Round1,Player 2,9.0
589,FFA_Round1,Player 3,4.0
589,FFA_Round1,Player 4,5.0
589,FFA_Round1,Player 5,2.0
589,FFA_Round1,Player 6,7.0
589,FFA_Round1,Player 7,7.0
589,FFA_Round1,Player 8,4.0
589,FFA_Round1,Player 9,6.0
589,FFA_Round1,Player 10,4.0
590,FFA_Round1,Player 1,4.0
590,FFA_Round1,Player 2,4.0
590,FFA_Round1,Player 3,6.0
590,FFA_Round1,Player 4,5.0
590,FFA_Round1,Player 5,5.0
590,FFA_Round1,Player 6,4.0
590,FFA_Round1,Player 7,9.0
590,FFA_Round1,Player 8,7.0
590,FFA_Round1,Player 9,4.0
590,FFA_Round1,Player 10,2.0
591,FFA_Round1,Player 1,4.0
591,FFA_Round1,Player 2,5.0
591,FFA_Round1,Player 3,7.0
591,FFA_Round1,Player 4,3.0
591,FFA_Round1,Player 5,4.0
591,FFA_Round1,Player 6,8.0
591,FFA_Round1,Player 7,6.0
591,FFA_Round1,Player 8,9.0
591,FFA_Round1,Player 9,1.0
591,FFA_Round1,Player 10,3.0
592,FFA_Round1,Player 1,6.0
592,FFA_Round1,Player 2,4.0
592,FFA_Round1,Player 3,3.0
592,FFA_Round1,Player 4,5.0
592,FFA_Round1,Player 5,3.0
592,FFA_Round1,Player 6,6.0
592,FFA_Round1,Player 7,5.0
592,FFA_Round1,Player 8,5.0
592,FFA_Round1,Player 9,7.0
592,FFA_Round1,Player 10,6.0
593,FFA_Round1,Player 1,2.0
593,FFA_Round1,Player 2,6.0
593,FFA_Round1,Player 3,8.0
593,FFA_Round1,Player 4,7.0
593,FFA_Round1,Player 5,3.0
593,FFA_Round1,Player 6,3.0
593,FFA_Round1,Player 7,6.0
593,FFA_Round1,Player 8,7.0
593,FFA_Round1,Player 9,6.0
593,FFA_Round1,Player 10,2.0
594,FFA_Round1,Player 1,4.0
594,FFA_Round1,Player 2,9.0
594,FFA_Round1,Player 3,5.0
594,FFA_Round1,Player 4,6.0
594,FFA_Round1,Player 5,3.0
594,FFA_Round1,Player 6,4.0
594,FFA_Round1,Player 7,6.0
594,FFA_Round1,Player 8,3.0
594,FFA_Round1,Player 9,6.0
594,FFA_Round1,Player 10,4.0
595,FFA_Round1,Player 1,5.0
595,FFA_Round1,Player 2,4.0
595,FFA_Round1,Player 3,7.0
595,FFA_Round1,Player 4,4.0
595,FFA_Round1,Player 5,2.0
595,FFA_Round1,Player 6,7.0
595,FFA_Round1,Player 7,5.0
595,FFA_Round1,Player 8,5.0
595,FFA_Round1,Player 9,6.0
595,FFA_Round1,Player 10,5.0
596,FFA_Round1,Player 1,5.0
596,FFA_Round1,Player 2,5.0
596,FFA_Round1,Player 3,0.0
596,FFA_Round1,Player 4,4.0
596,FFA_Round1,Player 5,4.0
596,FFA_Round1,Player 6,6.0
596,FFA_Round1,Player 7,9.0
596,FFA_Round1,Player 8,7.0
596,FFA_Round1,Player 9,6.0
596,FFA_Round1,Player 10,4.0
597,FFA_Round1,Player 1,4.0
597,FFA_Round1,Player 2,4.0
597,FFA_Round1,Player 3,3.0
597,FFA_Round1,Player 4,8.0
597,FFA_Round1,Player 5,7.0
597,FFA_Round1,Player 6,5.0
597,FFA_Round1,Player 7,4.0
597,FFA_Round1,Player 8,5.0
597,FFA_Round1,Player 9,7.0
597,FFA_Round1,Player 10,3.0
598,FFA_Round1,Player 1,5.0
598,FFA_Round1,Player 2,3.0
598,FFA_Round1,Player 3,2.0
598,FFA_Round1,Player 4,5.0
598,FFA_Round1,Player 5,5.0
598,FFA_Round1,Player 6,8.0
598,FFA_Round1,Player 7,6.0
598,FFA_Round1,Player 8,6.0
598,FFA_Round1,Player 9,5.0
598,FFA_Round1,Player 10,5.0
